House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,House_Age,Garage,Parking,Location,Furnished,Garden,Condition,Distance_to_City_km,Price
H00338,1190,5,3,1,30,3,3,Urban,No,No,Average,11.4,452948
H00339,1752,1,2,1,6,1,1,Urban,No,Yes,Average,7.7,509487
H00340,4890,1,2,1,4,2,4,Suburban,No,No,Good,19.7,1024881
H00341,1529,6,3,1,19,2,4,Urban,Yes,Yes,Needs Renovation,29.7,523344
H00342,4607,4,1,3,9,1,0,Suburban,Yes,Yes,Excellent,5.5,1062866
H00343,1276,4,2,2,38,0,4,Rural,No,Yes,Average,14.4,290862
H00344,2053,3,5,2,0,0,1,Urban,No,Yes,Good,18.6,611471
H00345,3123,4,5,1,1,0,2,Rural,Yes,No,Average,14.9,709525
H00346,615,3,2,3,39,1,4,Rural,No,Yes,Needs Renovation,5.5,163046
H00347,1148,2,2,2,2,0,4,Suburban,No,No,Good,7.4,368560
H00348,3264,6,5,3,29,1,1,Rural,No,Yes,Good,14.1,747005
H00349,2435,1,3,1,37,1,4,Rural,Yes,No,Good,28.3,512471
H00350,3173,3,4,1,10,2,0,Rural,No,Yes,Needs Renovation,24.7,619783
H00351,3936,2,4,3,38,0,1,Suburban,Yes,No,Good,28.7,824255
H00352,2990,4,5,1,12,0,3,Suburban,Yes,Yes,Good,8.2,800788
H00353,1100,3,4,1,23,0,3,Rural,No,No,Needs Renovation,3.1,283301
H00354,4171,4,1,2,32,2,0,Suburban,No,No,Needs Renovation,25.2,816924
H00355,4071,2,5,3,17,2,1,Rural,Yes,No,Needs Renovation,4.5,852768
H00356,2301,5,3,2,30,0,3,Urban,Yes,Yes,Excellent,29.4,684301
H00357,1901,4,5,1,38,1,1,Urban,Yes,Yes,Average,6.1,617425
H00358,4288,6,4,1,7,2,1,Rural,Yes,No,Excellent,29.2,953533
H00359,1108,6,4,3,34,3,2,Urban,Yes,No,Average,21.0,459810
H00360,4517,6,4,3,6,0,1,Suburban,Yes,Yes,Average,22.0,1024857
H00361,4634,5,5,3,25,3,0,Rural,No,Yes,Average,12.2,973118
H00362,4764,1,1,3,37,3,2,Suburban,No,No,Needs Renovation,19.0,904236
H00363,4161,1,5,2,30,2,4,Suburban,Yes,No,Excellent,15.2,923586
H00364,2386,2,2,2,10,1,4,Urban,No,No,Needs Renovation,22.0,576280
H00365,4797,6,5,3,19,0,3,Rural,Yes,Yes,Excellent,7.7,1087944
H00366,4798,6,1,3,32,0,0,Rural,No,Yes,Excellent,1.9,1024939
H00367,2240,1,3,2,40,1,0,Suburban,No,Yes,Average,9.8,501974
H00368,1662,2,4,1,23,0,4,Urban,Yes,No,Excellent,12.8,538728
H00369,3432,4,2,1,18,0,4,Suburban,No,No,Good,11.0,777202
H00370,3632,6,1,1,11,3,4,Urban,Yes,Yes,Excellent,7.4,987216
H00371,1891,4,2,2,3,0,0,Suburban,No,Yes,Good,8.2,517714
H00372,884,6,1,3,35,0,3,Suburban,No,Yes,Excellent,23.0,319413
H00373,4447,5,5,3,16,0,4,Suburban,Yes,Yes,Needs Renovation,11.3,997349
H00374,3008,5,2,3,40,2,4,Rural,Yes,Yes,Average,19.7,657700
H00375,3037,3,4,1,32,1,4,Suburban,No,No,Good,18.0,686743
H00376,4344,5,3,1,30,2,4,Suburban,No,No,Average,15.7,927950
H00377,4420,1,1,3,7,1,3,Urban,No,Yes,Excellent,11.8,1020070
H00378,4901,2,4,2,11,2,0,Urban,Yes,Yes,Average,11.4,1150373
H00379,1574,4,5,1,31,3,0,Suburban,Yes,No,Excellent,14.7,508124
H00380,1804,1,3,2,31,1,4,Rural,No,No,Good,7.8,400651
H00381,2286,3,2,1,6,1,4,Suburban,No,Yes,Average,3.2,598332
H00382,1269,4,4,2,16,1,0,Urban,No,No,Good,14.5,464532
H00383,4474,1,1,1,33,0,2,Urban,No,No,Average,1.4,941710
H00384,2421,4,1,2,13,3,1,Rural,No,No,Needs Renovation,1.6,501977
H00385,3350,1,1,2,28,1,1,Urban,No,Yes,Excellent,29.8,760842
H00386,1973,2,2,3,11,2,3,Rural,No,No,Excellent,19.1,452906
H00387,2410,1,5,3,30,0,3,Rural,Yes,No,Average,5.1,534481
H00388,3436,3,5,1,15,2,3,Urban,Yes,Yes,Good,1.8,928113
H00389,2348,2,1,3,39,0,3,Rural,No,Yes,Excellent,27.4,471152
H00390,2726,2,1,3,8,0,1,Urban,Yes,No,Needs Renovation,23.4,634261
H00391,4061,4,1,1,3,1,4,Rural,Yes,No,Good,18.3,878757
H00392,4569,2,3,3,36,1,2,Rural,No,No,Average,6.3,867824
H00393,4175,4,1,3,36,1,3,Urban,Yes,Yes,Excellent,22.9,1004094
H00394,1614,1,3,2,25,2,1,Urban,No,Yes,Good,26.5,480531
H00395,1344,2,3,3,6,2,2,Urban,No,Yes,Average,12.8,458495
H00396,3576,1,4,1,10,0,4,Suburban,No,Yes,Excellent,19.4,836187
H00397,3403,5,1,1,38,1,0,Suburban,Yes,No,Average,12.4,766218
H00398,4929,3,4,1,31,0,4,Suburban,No,Yes,Excellent,20.9,1063583
H00399,3383,4,5,3,30,2,0,Suburban,No,No,Excellent,5.5,798875
H00400,2560,4,2,3,33,1,0,Suburban,No,Yes,Excellent,25.9,604612
H00401,2276,1,3,2,40,3,3,Suburban,Yes,No,Average,12.1,546350
H00402,2295,1,1,1,23,0,3,Rural,Yes,No,Average,16.8,469247
H00403,640,3,4,1,40,2,3,Urban,No,No,Needs Renovation,29.4,239711
H00404,2948,3,5,3,36,2,1,Suburban,Yes,Yes,Needs Renovation,22.1,657457
H00405,1315,3,4,1,0,0,0,Suburban,No,Yes,Good,16.1,446270
H00406,3311,3,1,3,6,3,3,Rural,No,No,Excellent,14.8,706848
H00407,4043,3,2,3,4,1,3,Urban,Yes,No,Needs Renovation,2.7,962633
H00408,3535,5,3,1,29,1,4,Urban,No,Yes,Excellent,18.6,894632
H00409,1833,3,3,1,15,1,0,Suburban,Yes,Yes,Needs Renovation,18.6,484775
H00410,861,2,4,2,31,2,3,Suburban,No,No,Average,18.6,293439
H00411,680,2,3,1,39,0,4,Rural,Yes,Yes,Good,13.1,211188
H00412,1522,2,4,2,27,3,2,Urban,Yes,Yes,Excellent,21.1,546296
H00413,3694,1,3,1,32,2,1,Urban,No,Yes,Average,9.2,846735
H00414,3809,3,5,1,19,1,3,Suburban,Yes,No,Good,2.2,916608
H00415,1579,1,3,1,9,1,2,Urban,Yes,Yes,Needs Renovation,7.8,477972
H00416,1453,1,4,3,14,3,0,Rural,Yes,No,Needs Renovation,22.8,303373
H00417,4942,5,3,2,23,1,3,Suburban,No,Yes,Excellent,21.3,1094519
H00418,2171,1,1,3,14,1,4,Suburban,Yes,Yes,Good,9.8,561947
H00419,4892,2,2,3,37,1,2,Urban,No,Yes,Needs Renovation,12.4,1024648
H00420,2475,2,1,1,31,2,1,Suburban,Yes,Yes,Needs Renovation,14.6,556697
H00421,2596,1,1,3,5,1,2,Rural,Yes,No,Good,1.0,577137
H00422,1690,4,4,1,4,2,0,Urban,No,Yes,Average,8.0,586109
H00423,610,3,3,2,14,3,4,Rural,Yes,No,Good,5.2,269753
H00424,4424,2,4,2,13,1,3,Rural,No,Yes,Good,8.2,911401
H00425,2558,2,5,3,19,1,3,Suburban,No,No,Excellent,19.9,617112
H00426,3004,4,4,1,36,2,2,Rural,No,Yes,Average,24.9,602887
H00427,4206,2,1,1,36,0,4,Rural,Yes,Yes,Good,1.7,853743
H00428,3600,2,2,2,28,1,3,Urban,Yes,Yes,Needs Renovation,10.5,819431
H00429,3017,5,2,1,23,3,2,Urban,Yes,No,Good,8.6,814640
H00430,3834,4,1,3,31,3,0,Rural,Yes,Yes,Average,21.4,799756
H00431,1704,1,4,3,33,2,4,Rural,No,Yes,Good,17.4,375939
H00432,3134,2,5,1,4,0,3,Suburban,No,Yes,Excellent,20.6,748475
H00433,4895,5,3,2,17,3,2,Rural,Yes,No,Average,7.6,1040331
H00434,1220,4,1,3,36,1,1,Suburban,Yes,No,Average,17.7,325665
H00435,3860,6,4,2,36,2,2,Urban,Yes,Yes,Average,20.4,965205
H00436,4363,6,3,2,22,3,4,Rural,Yes,No,Needs Renovation,9.1,929430
H00437,3248,2,3,1,19,0,3,Rural,Yes,No,Excellent,15.8,719139
H00438,2941,1,3,3,20,2,2,Rural,Yes,No,Good,18.4,623909
H00439,1943,5,2,3,8,1,2,Rural,Yes,No,Good,18.7,485065
H00440,3337,3,2,3,17,3,4,Urban,No,Yes,Average,26.5,813588
H00441,2428,3,1,1,32,1,2,Urban,No,Yes,Needs Renovation,28.8,556888
H00442,1875,2,3,1,28,2,1,Rural,No,No,Needs Renovation,14.5,381745
H00443,2794,2,4,1,37,2,4,Urban,No,No,Needs Renovation,24.6,621018
H00444,2936,1,1,2,22,1,0,Rural,No,No,Excellent,5.0,610733
H00445,639,6,1,3,39,1,0,Rural,Yes,No,Needs Renovation,3.9,194997
H00446,623,3,2,1,19,1,3,Urban,No,No,Good,29.6,285103
H00447,1811,2,1,2,20,3,2,Suburban,No,Yes,Good,15.1,466515
H00448,2693,3,5,1,17,2,4,Suburban,No,No,Needs Renovation,8.7,618320
H00449,4523,2,1,3,28,2,3,Suburban,Yes,Yes,Average,19.2,940578
H00450,4472,3,3,1,8,2,2,Rural,Yes,Yes,Excellent,4.7,1003018
H00451,3544,5,4,1,13,2,4,Rural,Yes,Yes,Excellent,17.7,827490
H00452,756,6,1,1,0,2,3,Rural,Yes,No,Average,17.7,268836
H00453,1005,5,4,2,21,0,0,Suburban,No,Yes,Average,22.7,333251
H00454,4454,1,2,2,20,1,2,Rural,No,Yes,Excellent,29.0,884704
H00455,1126,6,5,2,6,3,0,Suburban,Yes,Yes,Excellent,26.0,473001
H00456,4804,4,5,2,31,0,0,Rural,Yes,Yes,Needs Renovation,9.2,972189
H00457,4181,5,3,3,14,1,4,Rural,No,Yes,Needs Renovation,21.8,850646
H00458,1059,2,2,2,5,0,2,Suburban,No,Yes,Excellent,12.3,361967
H00459,3921,5,2,3,34,3,2,Urban,Yes,Yes,Good,24.5,964023
H00460,1027,6,2,2,34,2,3,Rural,No,Yes,Good,9.7,307022
H00461,1899,6,4,3,2,0,2,Suburban,No,No,Average,26.5,528264
H00462,698,3,1,2,23,3,4,Urban,Yes,Yes,Excellent,5.4,412853
H00463,3119,2,4,1,25,3,3,Suburban,No,Yes,Needs Renovation,2.2,701626
H00464,1086,6,2,3,4,1,1,Rural,No,Yes,Average,22.6,335255
H00465,1321,3,3,3,12,0,2,Suburban,Yes,No,Average,27.5,369340
H00466,1377,1,5,3,25,1,2,Rural,No,No,Needs Renovation,14.5,286967
H00467,1030,4,3,2,40,0,0,Rural,Yes,Yes,Good,13.5,319074
H00468,1191,2,3,3,19,3,4,Urban,No,No,Needs Renovation,14.4,373133
H00469,642,1,2,1,35,1,0,Rural,Yes,No,Needs Renovation,25.8,107393
H00470,3678,6,2,3,12,1,3,Urban,No,No,Average,11.3,891098
H00471,4396,5,4,3,25,2,1,Rural,No,Yes,Average,23.7,906544
H00472,3190,4,5,1,18,0,1,Urban,No,No,Good,24.5,778677
H00473,759,6,1,2,1,3,0,Urban,No,No,Excellent,21.5,385921
H00474,4898,5,1,3,5,0,1,Rural,Yes,No,Needs Renovation,23.6,963739
H00475,1041,2,5,3,4,3,1,Suburban,No,No,Excellent,8.4,404668
H00476,850,6,3,3,29,1,0,Suburban,No,No,Average,20.7,305372
H00477,3185,3,1,3,23,2,1,Urban,No,Yes,Average,11.2,783576
H00478,1212,5,5,3,14,0,1,Rural,No,Yes,Average,22.9,351541
H00479,1876,2,2,2,22,2,0,Rural,No,No,Excellent,2.3,447427
H00480,4772,6,2,1,16,3,0,Urban,Yes,No,Needs Renovation,22.1,1059147
H00481,1045,5,4,3,4,2,0,Rural,No,No,Good,2.4,374077
H00482,1443,3,2,2,19,3,4,Urban,Yes,No,Excellent,24.3,509876
H00483,2786,2,5,1,36,3,2,Urban,No,Yes,Excellent,22.3,753910
H00484,2904,1,5,1,4,1,2,Suburban,No,No,Good,15.4,676775
H00485,2776,6,2,3,5,0,0,Suburban,No,No,Average,8.3,685198
H00486,4184,2,3,1,1,1,4,Rural,No,No,Average,21.1,847561
H00487,1662,6,1,1,19,1,4,Rural,No,No,Excellent,28.0,426547
H00488,3909,5,4,2,23,3,1,Rural,No,No,Average,21.0,804783
H00489,1947,6,2,2,32,0,0,Suburban,No,Yes,Average,17.3,512542
H00490,3186,6,4,3,40,0,1,Rural,Yes,Yes,Average,21.5,687339
H00491,4431,2,2,2,11,1,0,Urban,Yes,Yes,Good,6.3,1073867
H00492,2199,5,3,1,0,0,2,Urban,No,No,Excellent,29.0,662146
H00493,4753,5,3,2,28,3,4,Urban,No,No,Average,16.0,1098875
H00494,1091,4,3,1,19,0,1,Urban,Yes,Yes,Average,14.9,446872
H00495,1017,4,1,2,17,1,0,Suburban,No,No,Good,13.9,314107
H00496,1811,4,2,2,16,2,2,Rural,No,No,Needs Renovation,9.3,382533
H00497,3907,4,4,3,22,0,2,Urban,Yes,Yes,Excellent,8.3,985071
H00498,3256,5,3,2,31,0,1,Urban,No,Yes,Average,25.5,800448
H00499,1968,2,2,3,26,3,0,Suburban,Yes,No,Needs Renovation,7.9,483956
H00500,3251,6,1,2,27,2,0,Suburban,No,No,Average,15.5,714117
H00501,1114,3,1,2,26,1,1,Rural,Yes,No,Excellent,17.4,300692
H00502,666,1,1,3,40,3,0,Urban,No,Yes,Needs Renovation,22.3,211152
H00503,1426,4,5,2,31,3,4,Urban,Yes,Yes,Average,10.0,551903
H00504,3948,4,3,1,31,2,0,Suburban,No,Yes,Average,8.1,868296
H00505,1952,3,3,3,29,0,1,Rural,Yes,No,Average,26.0,425844
H00506,966,4,1,1,32,1,4,Rural,No,Yes,Needs Renovation,3.2,226982
H00507,3587,5,4,2,32,3,2,Rural,No,No,Excellent,25.9,763774
H00508,3892,5,1,1,8,2,2,Rural,Yes,Yes,Average,20.2,823110
H00509,3259,1,1,3,10,2,0,Urban,No,No,Average,11.0,752917
H00510,1361,2,3,2,0,0,1,Urban,Yes,No,Good,1.7,518893
H00511,4217,2,2,3,23,2,4,Urban,No,No,Excellent,16.0,976823
H00512,781,1,3,2,38,2,3,Rural,No,No,Good,5.8,212551
H00513,1029,5,1,3,11,0,1,Suburban,Yes,No,Good,3.2,391219
H00514,2415,2,4,1,5,2,1,Suburban,Yes,Yes,Needs Renovation,19.3,588096
H00515,3459,2,2,2,30,2,4,Rural,No,No,Good,8.6,724640
H00516,4968,5,4,1,7,2,4,Urban,Yes,Yes,Good,29.9,1182044
H00517,1205,6,4,1,19,2,0,Urban,Yes,No,Excellent,14.1,508639
H00518,2649,5,5,3,19,2,4,Urban,Yes,No,Average,20.9,731610
H00519,1565,2,1,1,20,3,0,Suburban,No,No,Excellent,22.0,415763
H00520,3740,6,2,1,34,2,3,Suburban,No,No,Average,24.7,804670
H00521,4052,6,5,3,15,2,1,Rural,No,Yes,Needs Renovation,15.2,836182
H00522,3152,4,3,2,36,0,3,Urban,Yes,No,Average,4.6,790703
H00523,2893,1,4,1,23,3,3,Rural,No,Yes,Needs Renovation,14.8,595542
H00524,1399,5,2,2,28,3,3,Urban,No,No,Average,21.2,470542
H00525,3511,2,5,2,18,2,1,Rural,No,Yes,Good,9.7,753909
H00526,3354,2,2,1,23,0,3,Rural,Yes,Yes,Needs Renovation,29.0,628914
H00527,4352,2,3,2,26,1,0,Suburban,No,No,Average,19.8,865444
H00528,2352,2,1,1,6,3,2,Urban,Yes,No,Needs Renovation,10.9,621902
H00529,4824,3,4,2,33,2,3,Urban,No,Yes,Good,1.6,1116955
H00530,652,6,4,1,34,1,3,Urban,Yes,Yes,Average,22.2,367165
H00531,2285,6,5,2,1,2,3,Suburban,Yes,No,Excellent,16.2,693315
H00532,695,3,5,1,32,3,0,Rural,Yes,Yes,Good,8.5,300111
H00533,1606,4,3,2,19,0,3,Suburban,Yes,No,Average,28.2,449594
H00534,3678,1,5,1,34,2,2,Rural,Yes,No,Excellent,1.3,801286
H00535,3410,5,1,3,40,0,1,Urban,Yes,Yes,Average,17.5,820913
H00536,2638,3,4,2,7,1,0,Rural,No,Yes,Average,19.9,596521
H00537,4612,5,1,2,22,0,4,Rural,Yes,Yes,Average,6.6,950243
H00538,4743,3,4,1,9,0,4,Rural,Yes,Yes,Average,7.4,1017190
H00539,1124,6,1,3,6,1,0,Urban,No,Yes,Needs Renovation,8.6,426842
H00540,4107,1,3,2,21,3,0,Urban,No,Yes,Average,12.5,947313
H00541,2344,4,4,3,24,2,0,Urban,Yes,Yes,Needs Renovation,17.3,658202
H00542,3407,3,2,1,23,0,0,Urban,No,Yes,Excellent,24.9,807612
H00543,2668,6,5,1,6,0,3,Urban,No,Yes,Good,12.2,802855
H00544,1675,4,4,2,24,1,2,Suburban,No,No,Good,25.8,468090
H00545,3250,5,2,3,35,3,2,Rural,Yes,Yes,Excellent,13.2,770374
H00546,2488,6,1,1,12,2,3,Suburban,No,No,Good,24.9,639324
H00547,2189,6,2,1,13,1,3,Urban,No,No,Needs Renovation,15.1,595873
H00548,2410,3,1,1,31,1,0,Suburban,Yes,Yes,Average,14.1,571464
H00549,720,4,2,3,32,0,0,Rural,No,No,Average,13.4,178132
H00550,4179,5,4,1,2,2,0,Urban,Yes,No,Needs Renovation,6.6,999543
H00551,3252,4,2,3,3,0,1,Urban,No,Yes,Good,23.2,818021
H00552,3023,4,3,2,1,3,0,Suburban,Yes,No,Excellent,28.2,750271
H00553,2756,3,4,3,8,3,3,Urban,Yes,Yes,Average,15.1,779681
H00554,1041,2,3,2,19,3,1,Suburban,No,Yes,Good,24.4,352033
H00555,905,5,3,2,26,1,4,Suburban,No,No,Average,26.0,299624
H00556,3430,1,2,3,5,1,4,Suburban,Yes,No,Good,29.0,744306
H00557,4138,3,4,2,16,3,3,Suburban,No,No,Good,20.0,915959
H00558,2459,3,1,3,18,2,4,Urban,Yes,Yes,Needs Renovation,7.0,651919
H00559,1140,4,3,1,11,2,3,Suburban,No,No,Good,17.3,374556
H00560,4925,4,2,1,32,1,1,Rural,Yes,Yes,Needs Renovation,26.1,929974
H00561,2585,3,5,3,25,3,2,Suburban,No,No,Good,21.6,646039
H00562,3909,5,1,2,26,0,4,Suburban,No,No,Good,12.1,857555
H00563,966,1,2,1,39,0,3,Rural,Yes,Yes,Needs Renovation,14.6,186848
H00564,1298,1,1,2,40,0,0,Rural,No,No,Needs Renovation,26.4,164874
H00565,1829,3,4,1,29,0,2,Suburban,Yes,No,Average,27.1,452026
H00566,3039,2,4,3,39,0,0,Suburban,Yes,Yes,Needs Renovation,13.9,659386
H00567,1544,6,4,1,17,3,1,Suburban,Yes,No,Good,12.9,525075
H00568,3556,1,2,2,26,2,0,Rural,No,Yes,Needs Renovation,2.1,685201
H00569,814,6,2,2,28,3,2,Urban,No,Yes,Excellent,23.9,410349
H00570,3027,4,1,3,17,1,1,Urban,No,No,Needs Renovation,11.5,705535
H00571,3506,3,2,3,16,0,2,Rural,Yes,Yes,Average,27.6,716708
H00572,3364,4,3,3,27,0,3,Rural,No,Yes,Excellent,18.9,741048
H00573,3048,6,5,2,33,3,1,Suburban,Yes,Yes,Good,17.4,774907
H00574,3103,6,4,1,16,3,2,Rural,No,No,Good,10.0,732673
H00575,2616,2,3,3,13,2,0,Urban,Yes,No,Excellent,20.1,729713
H00576,4488,6,3,3,12,2,0,Urban,No,No,Needs Renovation,28.7,992272
H00577,2798,5,1,2,15,2,1,Suburban,No,Yes,Needs Renovation,1.8,673174
H00578,4945,1,3,2,22,2,2,Rural,No,Yes,Excellent,6.6,1024289
H00579,640,6,4,1,1,3,1,Urban,No,No,Good,15.6,406960
H00580,3830,2,1,1,22,3,3,Rural,Yes,Yes,Needs Renovation,2.4,797065
H00581,3728,1,3,1,4,2,0,Urban,Yes,Yes,Excellent,2.2,970096
H00582,1308,4,3,2,10,3,4,Suburban,No,No,Needs Renovation,14.0,397947
H00583,4397,6,4,3,5,1,4,Rural,Yes,No,Needs Renovation,18.1,907559
H00584,1557,1,1,3,1,3,4,Urban,No,No,Good,22.3,471140
H00585,1262,4,2,2,6,1,0,Urban,Yes,Yes,Good,27.5,484790
H00586,4082,5,2,3,30,0,3,Urban,No,Yes,Needs Renovation,10.4,926060
H00587,672,6,1,2,33,2,4,Urban,No,No,Excellent,6.4,398381
H00588,4114,2,5,3,21,1,4,Rural,Yes,Yes,Needs Renovation,14.3,858974
H00589,4137,3,2,3,17,1,1,Suburban,Yes,Yes,Excellent,5.7,977262
H00590,1946,2,5,3,25,3,2,Rural,No,Yes,Needs Renovation,3.9,432869
H00591,2786,1,3,2,40,3,0,Suburban,Yes,Yes,Excellent,20.6,660226
H00592,860,5,4,3,6,0,4,Rural,No,No,Average,24.5,245604
H00593,2231,3,4,2,25,0,0,Suburban,No,Yes,Average,28.7,517330
H00594,2214,4,5,1,26,3,3,Urban,Yes,No,Needs Renovation,24.4,597239
H00595,1463,2,4,2,18,2,0,Rural,No,No,Needs Renovation,22.6,277527
H00596,4154,1,5,3,29,3,3,Rural,No,Yes,Good,21.9,860214
H00597,4812,2,1,3,0,0,0,Urban,No,Yes,Needs Renovation,7.3,1052202
H00598,4335,2,3,2,39,2,4,Rural,Yes,Yes,Excellent,25.8,895078
H00599,917,5,4,2,35,3,0,Suburban,Yes,No,Excellent,23.8,355119
H00600,1605,1,1,3,2,2,1,Urban,Yes,Yes,Needs Renovation,11.5,499500
H00601,1581,6,3,3,19,1,1,Urban,Yes,Yes,Excellent,11.3,582635
H00602,3334,4,3,3,40,0,1,Suburban,Yes,No,Average,25.2,731039
H00603,3435,4,1,2,23,1,1,Rural,No,No,Average,9.9,697565
H00604,4249,3,1,2,5,0,4,Urban,Yes,No,Average,15.6,982305
H00605,2772,3,2,2,21,3,1,Urban,Yes,Yes,Excellent,9.4,795810
H00606,2939,1,3,3,6,0,1,Suburban,No,Yes,Good,7.5,704466
H00607,3915,5,2,1,37,0,1,Urban,Yes,No,Good,21.9,934626
H00608,2013,1,4,3,31,0,3,Rural,Yes,Yes,Needs Renovation,26.4,393162
H00609,1942,5,2,3,28,2,4,Rural,No,No,Average,18.3,429674
H00610,747,4,5,2,5,0,1,Urban,Yes,No,Average,3.4,411523
H00611,1963,1,2,3,6,2,0,Rural,No,No,Average,20.8,392688
H00612,1523,6,1,1,14,0,2,Rural,No,Yes,Average,27.9,379007
H00613,1245,3,3,1,1,3,2,Rural,No,Yes,Good,28.1,352778
H00614,2476,3,1,2,17,0,3,Suburban,No,Yes,Excellent,20.5,628360
H00615,1599,2,1,2,4,3,3,Urban,No,Yes,Average,1.2,514900
H00616,2147,6,4,3,36,3,2,Urban,No,No,Excellent,19.9,656233
H00617,1103,1,4,1,28,1,0,Urban,No,Yes,Good,2.4,430693
H00618,2960,5,5,1,13,3,4,Suburban,Yes,Yes,Needs Renovation,9.7,743399
H00619,2486,6,1,2,2,1,3,Urban,No,No,Needs Renovation,7.9,668996
H00620,933,6,3,1,9,1,1,Rural,Yes,No,Average,4.8,314634
H00621,4048,4,5,1,21,2,2,Suburban,No,No,Needs Renovation,12.0,891518
H00622,2819,1,2,3,7,1,0,Rural,Yes,No,Excellent,12.9,614644
H00623,4610,5,1,3,10,3,3,Rural,No,Yes,Average,22.2,927688
H00624,2850,3,5,1,13,0,3,Rural,No,No,Excellent,6.2,676009
H00625,3174,4,5,2,5,3,2,Rural,No,No,Needs Renovation,28.0,650722
H00626,759,3,5,1,34,0,2,Suburban,Yes,Yes,Good,10.7,342991
H00627,3611,1,5,2,16,3,3,Rural,Yes,No,Good,26.6,775048
H00628,737,4,4,1,28,0,2,Urban,Yes,Yes,Needs Renovation,10.9,335417
H00629,3397,4,5,2,23,1,0,Rural,Yes,No,Needs Renovation,3.4,730913
H00630,4853,1,2,2,29,2,4,Rural,Yes,Yes,Good,23.3,971860
H00631,3632,4,5,1,26,2,1,Suburban,Yes,No,Needs Renovation,24.4,779685
H00632,3690,6,4,3,7,2,2,Urban,Yes,No,Needs Renovation,4.7,935742
H00633,3231,2,5,3,16,2,3,Rural,Yes,No,Needs Renovation,11.9,684666
H00634,760,6,2,1,33,0,2,Urban,Yes,No,Excellent,27.5,384990
H00635,1403,6,1,1,5,2,3,Rural,Yes,No,Excellent,15.2,450221
H00636,894,5,4,1,15,2,0,Urban,Yes,Yes,Needs Renovation,2.7,435611
H00637,3704,1,1,3,9,2,3,Urban,No,No,Needs Renovation,15.1,796765
H00638,973,4,3,2,1,3,2,Urban,Yes,No,Needs Renovation,27.6,378572
H00639,4420,5,3,1,28,3,1,Urban,Yes,Yes,Needs Renovation,2.4,1067824
H00640,757,6,3,3,34,2,2,Rural,Yes,Yes,Average,29.6,233526
H00641,4980,6,3,1,9,2,1,Suburban,Yes,No,Average,29.3,1068342
H00642,1227,5,5,2,4,2,1,Urban,Yes,Yes,Average,9.1,535918
H00643,3357,6,5,2,6,2,4,Urban,No,No,Average,24.9,860568
H00644,794,3,4,1,31,3,3,Rural,Yes,Yes,Needs Renovation,23.1,206444
H00645,4487,3,2,2,30,3,4,Urban,No,Yes,Needs Renovation,13.1,982868
H00646,746,1,1,3,22,3,1,Urban,Yes,No,Needs Renovation,21.7,277576
H00647,1503,5,3,3,37,0,0,Rural,Yes,Yes,Needs Renovation,25.4,348568
H00648,4459,3,3,3,8,3,2,Rural,Yes,No,Average,10.9,953127
H00649,3512,3,3,2,31,1,1,Rural,No,No,Average,15.1,675103
H00650,1723,2,1,2,27,0,2,Suburban,Yes,No,Good,25.9,435961
H00651,859,1,3,1,20,3,2,Suburban,No,Yes,Good,17.5,310667
H00652,3092,1,4,3,39,2,4,Urban,Yes,Yes,Good,16.8,767549
H00653,2211,6,1,2,13,2,3,Rural,Yes,No,Average,8.0,540357
H00654,1152,4,4,1,15,2,0,Urban,No,Yes,Excellent,13.7,501610
H00655,1430,4,2,3,30,3,4,Suburban,No,Yes,Average,5.5,450052
H00656,4162,3,1,2,11,2,1,Urban,Yes,Yes,Good,4.1,1026416
H00657,3558,2,1,2,35,2,3,Rural,No,Yes,Needs Renovation,14.4,654518
H00658,3972,4,2,3,3,3,4,Rural,Yes,No,Average,15.0,860846
H00659,3753,1,2,1,36,0,0,Rural,No,Yes,Excellent,29.4,700816
H00660,2818,1,3,1,36,2,0,Suburban,Yes,Yes,Average,4.1,671015
H00661,3373,2,5,2,1,3,0,Urban,Yes,No,Average,2.1,902260
H00662,3276,3,1,1,30,0,2,Urban,No,No,Average,23.8,727182
H00663,2643,2,2,3,20,2,1,Urban,Yes,Yes,Excellent,26.1,723540
H00664,1002,4,5,2,4,0,2,Rural,Yes,Yes,Needs Renovation,8.9,319549
H00665,2054,3,4,2,24,1,2,Suburban,No,Yes,Excellent,13.6,554128
H00666,2973,1,4,2,13,3,3,Suburban,No,Yes,Excellent,15.2,727781
H00667,3699,4,1,2,7,2,4,Rural,Yes,No,Average,7.6,803103
H00668,4532,3,1,2,27,1,1,Urban,Yes,Yes,Excellent,23.9,1053679
H00669,2842,1,3,3,28,1,4,Suburban,Yes,No,Excellent,28.7,677124
H00670,2635,4,2,3,14,1,3,Urban,No,No,Excellent,4.1,721613
H00671,3863,1,4,1,20,3,4,Urban,Yes,No,Average,3.5,957886
H00672,2422,1,4,3,36,3,0,Rural,No,Yes,Average,11.0,487930
H00673,1071,5,4,1,30,2,3,Urban,Yes,Yes,Good,15.9,463033
H00674,4728,3,2,3,23,1,0,Urban,Yes,No,Average,15.3,1049824
H00675,1203,4,5,2,3,3,2,Rural,Yes,Yes,Needs Renovation,4.4,397016
H00676,2652,4,3,2,8,2,1,Rural,No,Yes,Good,22.5,617540
